Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Pre-sessional English,"12,376.00",0,"Start: May 2020, Aug 2020",English as Second Language (ESL),Grade 12 / High School,70.00%,,,,,,,,,882,,,
,International Direct - Bachelor of Arts - Africana Studies,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - American Studies,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Anthropology,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Archaeology and History,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Art,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Asian Studies,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Biochemistry,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Biology,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Chemistry,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Chemistry,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Classical Languages,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Classical Studies,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Communication,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Community Development,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Computer Engineering,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Computer Science,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Computer Science,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Criminology and Criminal Justice,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Early Education and Care in Inclusive Settings (Non-Licensure),"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Economics,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Electrical Engineering,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Engineering Physics,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - English,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Environmental Science,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Environmental Science,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Environmental Studies and Sustainability,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Ethics and Social and Political Philosophy,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Exercise and Health Science,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - French,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - History,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Human Services,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Information Technology - IT BS,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Information Technology - INFO TECH BS,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - International Relations,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Italian,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Labor Studies,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Latin American and Iberian Studies,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - Accounting,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - Entrepreneurship,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - Finance,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - International Management,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - Leadership and Organizational Change,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - Management Information Systems,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - Marketing,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management - Supply Chain and Service Management,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Management,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Mathematics,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Mathematics,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Music,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Philosophy,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Philosophy and Public Policy,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Physics,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Physics,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Political Science,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Psychology,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Social Psychology,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Sociology,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Theatre Arts,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Liberal Arts,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Science - Science and Mathematics,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,International Direct - Bachelor of Arts - Women's and Gender Studies,"34,571.00",0,Start: Aug 2020,4-Year Bachelor's Degree,Grade 12 / High School,70.00%,,,,,,,,,882,,79,6
,Graduate Direct - Master of Science - Accounting,"26,200.00",0,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,882,,90,6.5
,Graduate Direct - Master of Science - Business Analytics,"26,200.00",0,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,882,,90,6.5
,Graduate Direct - Master of Science - Computer Science,"26,200.00",0,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,882,,79,6
,Graduate Direct - Master of Science - Finance,"26,200.00",0,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,882,,90,6.5
,Graduate Direct - Master of Business Administration (MBA),"26,200.00",0,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,882,,90,6.5
,Graduate Direct - Master of Science - Information Technology,"26,200.00",0,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,882,,90,6.5
,Undergraduate Pre-Sessional English,"19,800.00",0,"Start: Jun 2020, Aug 2020",English as Second Language (ESL),Grade 12 / High School,70.00%,,,,,,,,,889,,,
,Integrated Accelerator - Bachelor of Science - Aerospace Engineering,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Aerospace Engineering,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Aerospace Engineering,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - African and African-American Studies,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - African and African-American Studies,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - African and African-American Studies,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - African and African-American Studies,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - African and African-American Studies,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - African and African-American Studies,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - American Studies,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - American Studies,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - American Studies,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - American Studies,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - American Studies,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - American Studies,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Anthropology,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Anthropology,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Anthropology,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - Anthropology,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - Anthropology,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - Anthropology,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Applied Behavioral Science,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Applied Behavioral Science,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Applied Behavioral Science,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - Applied Behavioral Science,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - Applied Behavioral Science,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - Applied Behavioral Science,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Architectural Engineering,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Architectural Engineering,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Architectural Engineering,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Architectural Studies,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Architectural Studies,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Architectural Studies,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Master of Architecture,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Master of Architecture,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Master of Architecture,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Astronomy,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Astronomy,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Astronomy,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Astronomy,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Astronomy,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Astronomy,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Atmospheric Science,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Atmospheric Science,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Atmospheric Science,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Behavioral Neuroscience,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Behavioral Neuroscience,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Behavioral Neuroscience,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Biochemistry,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Biochemistry,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Biochemistry,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Biochemistry,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Biochemistry,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Biochemistry,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Biology,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Biology,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Biology,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Biology,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Biology,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Biology,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Applied Science - Biotechnology,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Applied Science - Biotechnology,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Applied Science - Biotechnology,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Business Administration,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Business Administration,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Business Administration,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Business - Business Administration,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Business - Business Administration,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Business - Business Administration,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Business - Business Administration - Human Resources,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
