Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Extended Accelerator - Bachelor of Science - Economics,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Engineering - Electrical Engineering,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Engineering - Electrical Engineering,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Engineering - Electrical Engineering,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Elementary Education,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Elementary Education,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Elementary Education,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Engineering - Undecided,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Engineering - Undecided,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Engineering - Undecided,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - English,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - English,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - English,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Environmental Science,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Environmental Science,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Environmental Science,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Environmental Studies,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Environmental Studies,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Environmental Studies,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Exercise Science,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Exercise Science,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Exercise Science,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Experimental Psychology,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Experimental Psychology,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Experimental Psychology,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Experimental Psychology,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Experimental Psychology,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Experimental Psychology,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Film and Media Studies,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Film and Media Studies,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Film and Media Studies,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Business Administration - Finance,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Business Administration - Finance,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Business Administration - Finance,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - French,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - French,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - French,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Geography,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Geography,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Geography,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Geography,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Geography,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Geography,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Geological Sciences,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Geological Sciences,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Geological Sciences,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Geophysics,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Geophysics,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Geophysics,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - German,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - German,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - German,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Global Studies,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Global Studies,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Global Studies,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - History,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - History,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - History,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Hospitality Management,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Hospitality Management,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Hospitality Management,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Information Science,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Information Science,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Information Science,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Integrated Information Technology,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Integrated Information Technology,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Integrated Information Technology,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Interdisciplinary Studies - College of Arts and Sciences,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Interdisciplinary Studies - College of Arts and Sciences,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Interdisciplinary Studies - College of Arts and Sciences,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Interdisciplinary Studies - College of Arts and Sciences,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Interdisciplinary Studies - College of Arts and Sciences,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Interdisciplinary Studies - College of Arts and Sciences,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,"International Direct - Bachelor of Arts - Interdisciplinary Studies - College of Hospitality, Retail and Sport Management","34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,"Academic Accelerator - Bachelor of Arts - Interdisciplinary Studies - College of Hospitality, Retail and Sport Management","35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,"Extended Accelerator - Bachelor of Arts - Interdisciplinary Studies - College of Hospitality, Retail and Sport Management","39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Business Administration - International Business,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Business Administration - International Business,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Business Administration - International Business,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - International Studies,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - International Studies,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - International Studies,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Journalism & Mass Communications - Journalism,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Journalism & Mass Communications - Journalism,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Journalism & Mass Communications - Journalism,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Business Administration - Management,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Business Administration - Management,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Business Administration - Management,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Business Administration - Management Science,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Business Administration - Management Science,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Business Administration - Management Science,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Marine Science,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Marine Science,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Marine Science,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Business Administration - Marketing,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Business Administration - Marketing,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Business Administration - Marketing,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Journalism & Mass Communications,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Journalism & Mass Communications,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Journalism & Mass Communications,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Mathematics,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Mathematics,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Mathematics,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Engineering - Mechanical Engineering,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Engineering - Mechanical Engineering,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Engineering - Mechanical Engineering,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Media Arts,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Media Arts,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Media Arts,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Arts - Middle Level Education,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Arts - Middle Level Education,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Arts - Middle Level Education,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Science - Middle Level Education,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Science - Middle Level Education,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Science - Middle Level Education,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Music - Music Education - Band,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Music - Music Education - Band,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Music - Music Education - Band,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Music - Jazz Studies,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Music - Jazz Studies,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Music - Jazz Studies,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Music - Music Education - Strings,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Music - Music Education - Strings,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Music - Music Education - Strings,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
,International Direct - Bachelor of Music - Music Education - Vocal,"34,896.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,18,18,18,18,6,6,6,6,869,,77,6.5
,Academic Accelerator - Bachelor of Music - Music Education - Vocal,"35,926.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,869,,68,5.5
,Extended Accelerator - Bachelor of Music - Music Education - Vocal,"39,913.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,869,,60,5
