Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language
,Bachelor of Design - International (Landscape Architecture),36200,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Architecture ,Landscape Architecture,per year,Brisbane,English
,Bachelor of Business/Bachelor of Design (Architecture),33600,100,"Feb, Jul",4.5 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Architecture ,Architecture,per year,Brisbane,English
,Bachelor of Business/Bachelor of Design (Interior Architecture),33700,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Architecture ,Interior Architecture,per year,Brisbane,English
,Bachelor of Business/Bachelor of Design (Landscape Architecture),33700,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Architecture ,Landscape Architecture,per year,Brisbane,English
,Bachelor of Design (Architecture)/Bachelor of Property Economics,33900,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Real Estate,Property Economics,per year,Brisbane,English
,Bachelor of Design (Interior Architecture)/Bachelor of Property Economics,33900,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Real Estate,Property Economics,per year,Brisbane,English
,Bachelor of Urban Development (Honours) (Urban and Regional Planning),32300,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Architecture ,Urban & Regional Planning,per year,Brisbane,English
,Bachelor of Laws (Honours),30300,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Law,Laws,per year,Brisbane,English
,Bachelor of Laws (Honours) - Graduate Entry,30300,100,"Feb, Jul",3 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Law,Honours,per year,Brisbane,English
,Bachelor of Behavioural Science (Psychology)/Bachelor of Justice,31400,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Law,Justice,per year,Brisbane,English
,Bachelor of Business (Financial Planning),31100,100,"Feb, Jul",3 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Business,Financial Planning,per year,Brisbane,English
,Bachelor of Business - International,31100,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Business,International Business,per year,Brisbane,English
,Bachelor of Pharmacy (Honours),38000,100,Feb,4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Medical,Pharmacy,per year,Brisbane,English
,Bachelor of Engineering (Honours) (Chemical Process),41500,100,"Feb, Jul",4 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Bachelor's Degree,Engineering,Chemical Process Engineering,per year,Brisbane,English
,Master of Digital Communication,30300,100,"Feb, Jul",2 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Master's Science,Mass & Media,Digital Communication,per year,Brisbane,English
,Master of Philosophy,0,100,"Feb, Jul",2 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Master's Science,Science,Philosophy,per year,Brisbane,English
,Master of Project Management,34500,100,"Feb, Jul",2 years,,,16,16,16,16,6,6,6,6,QUOT1001,,79,6.5,50,50,50,50,58,Master's Science,Business,Project Management,per year,Brisbane,English
